n_tokens,n_chunks,total_bp,tss_bp,center_idx,tss_chunk_idx,tss_contain_chunk_idx,delta_chunks,center_chunk_bp_center,delta_bp,center_contains_tss,anchor_contains_tss,bp_per_token,chunk_bp_min,chunk_bp_max,ensembl_id,seq_len
28265,64,196608,98304,32,31,31,1,102371.0,4067.0,False,True,6.955881832655227,1023,5008,ENSG00000124196,196608
30282,68,196608,98304,34,34,34,0,98580.5,276.5,True,True,6.492569843471369,2460,5625,ENSG00000125812,196608
30144,68,196608,98304,34,34,34,0,98729.5,425.5,True,True,6.522292993630574,1606,3825,ENSG00000113196,196608
30230,68,196608,98304,34,34,34,0,98045.5,-258.5,True,True,6.5037380086007275,2425,4881,ENSG00000164107,196608
30008,68,196608,98304,34,33,33,1,100514.0,2210.0,False,True,6.551852839242868,1020,4374,ENSG00000165259,196608
30445,69,196608,98304,34,34,34,0,98898.0,594.0,True,True,6.457809164066349,714,3616,ENSG00000187821,196608
28166,64,196608,98304,32,32,32,0,97853.0,-451.0,True,True,6.9803308954058085,522,4087,ENSG00000198265,196608
30431,69,196608,98304,34,35,35,-1,96862.5,-1441.5,True,True,6.460780125529888,732,4254,ENSG00000130589,196608
29574,67,196608,98304,33,32,32,1,100371.5,2067.5,False,True,6.648001623047271,863,4256,ENSG00000128731,196608
30410,69,196608,98304,34,34,34,0,99124.0,820.0,True,True,6.46524169681026,624,3793,ENSG00000114315,196608
29533,67,196608,98304,33,31,31,2,102850.5,4546.5,False,True,6.657230894253885,887,4130,ENSG00000069812,196608
30360,68,196608,98304,34,33,33,1,101167.5,2863.5,False,True,6.475889328063241,2940,4240,ENSG00000173673,196608
31898,72,196608,98304,36,35,35,1,100246.0,1942.0,False,True,6.163646623612766,1738,3887,ENSG00000188290,196608
32061,72,196608,98304,36,36,36,0,98202.5,-101.5,True,True,6.132310283522036,2400,3535,ENSG00000197921,196608
30626,69,196608,98304,34,34,34,0,98845.0,541.0,True,True,6.419643440214197,1867,3755,ENSG00000144485,196608
29539,67,196608,98304,33,33,33,0,97805.5,-498.5,True,True,6.655878668878432,597,4103,ENSG00000179111,196608
29639,67,196608,98304,33,32,32,1,99796.5,1492.5,True,True,6.633422180235501,1336,3860,ENSG00000163666,196608
29878,67,196608,98304,33,33,33,0,97661.0,-643.0,True,True,6.580360131200214,2970,4201,ENSG00000164683,196608
30704,69,196608,98304,34,34,34,0,98498.5,194.5,True,True,6.40333507034914,2383,3493,ENSG00000135547,196608
29467,66,196608,98304,33,32,32,1,101897.5,3593.5,False,True,6.6721417178538704,3032,4068,ENSG00000163909,196608
23096,52,157522,98304,26,31,31,-5,84275.0,-14029.0,False,True,6.820315206096294,2084,4173,ENSG00000185359,196608
28593,64,196608,98304,32,31,31,1,100765.0,2461.0,False,True,6.876088553142377,2884,4125,ENSG00000152804,196608
29492,66,196608,98304,33,33,33,0,99483.5,1179.5,True,True,6.666485826664858,2781,3915,ENSG00000177374,196608
29080,66,196608,98304,33,32,32,1,102026.5,3722.5,False,True,6.760935350756534,560,4376,ENSG00000169635,196608
29760,67,196608,98304,33,33,33,0,97436.0,-868.0,True,True,6.606451612903226,2253,4233,ENSG00000100644,196608
29317,66,196608,98304,33,32,32,1,99921.0,1617.0,False,True,6.706279632977453,2149,3966,ENSG00000124440,196608
29270,66,196608,98304,33,33,33,0,99488.5,1184.5,True,True,6.717048172189956,1904,4190,ENSG00000172273,196608
30538,69,196608,98304,34,34,34,0,99647.0,1343.0,True,True,6.438142641954286,1340,3599,ENSG00000095951,196608
30289,68,196608,98304,34,34,34,0,97492.5,-811.5,True,True,6.491069365116049,2578,4081,ENSG00000010818,196608
29963,68,196608,98304,34,33,33,1,100161.0,1857.0,False,True,6.5616927543970895,491,5168,ENSG00000127124,196608
30719,69,196608,98304,34,34,34,0,99059.5,755.5,True,True,6.400208340115238,2446,3681,ENSG00000108924,196608
30845,70,196608,98304,35,34,34,1,101376.5,3072.5,False,True,6.3740638677257255,612,3894,ENSG00000136630,196608
29455,66,196608,98304,33,32,32,1,101083.0,2779.0,False,True,6.6748599558648785,2927,5166,ENSG00000147421,196608
29996,68,196608,98304,34,33,33,1,101425.0,3121.0,False,True,6.5544739298573145,703,4230,ENSG00000140382,196608
29895,67,196608,98304,33,33,33,0,99533.0,1229.0,True,True,6.576618163572504,2730,4111,ENSG00000064961,196608
28721,65,196608,98304,32,32,32,0,99501.5,1197.5,True,True,6.845444100135789,1079,4265,ENSG00000137309,196608
30376,68,196608,98304,34,33,33,1,99920.5,1616.5,False,True,6.472478272320253,3040,3702,ENSG00000149948,196608
29842,67,196608,98304,33,33,33,0,99016.0,712.0,True,True,6.588298371422827,2518,3709,ENSG00000189403,196608
30455,69,196608,98304,34,34,34,0,98510.0,206.0,True,True,6.455688721063865,820,3549,ENSG00000164104,196608
29235,66,196608,98304,33,32,32,1,100912.5,2608.5,False,True,6.72508978963571,1714,3962,ENSG00000029993,196608
30881,70,196608,98304,35,34,34,1,101149.0,2845.0,False,True,6.366633204883262,674,4807,ENSG00000176256,196608
28780,65,196608,98304,32,32,32,0,99294.5,990.5,True,True,6.831410701876303,1557,3971,ENSG00000205581,196608
28186,64,196608,98304,32,31,31,1,100418.5,2114.5,False,True,6.975377847158164,560,4215,ENSG00000198830,196608
30092,68,196608,98304,34,34,34,0,98944.5,640.5,True,True,6.53356373787053,1278,4503,ENSG00000118418,196608
29963,68,196608,98304,34,33,33,1,100482.0,2178.0,False,True,6.5616927543970895,504,3902,ENSG00000182952,196608
29939,67,196608,98304,33,33,33,0,99465.5,1161.5,True,True,6.566952804034871,3142,4470,ENSG00000198157,196608
30087,68,196608,98304,34,33,33,1,102299.5,3995.5,False,True,6.534649516402433,1362,3662,ENSG00000113716,196608
29880,67,196608,98304,33,33,33,0,99178.5,874.5,True,True,6.57991967871486,2990,3973,ENSG00000100281,196608
28544,64,177609,98304,32,35,35,-3,89364.5,-8939.5,False,True,6.222288396860987,2849,3481,ENSG00000215612,196608
30939,70,196608,98304,35,34,34,1,100246.0,1942.0,False,True,6.354697954038592,1046,3747,ENSG00000188816,196608
30874,70,196608,98304,35,34,34,1,101448.0,3144.0,False,True,6.368076698840448,743,3549,ENSG00000188620,196608
28243,64,196608,98304,32,30,30,2,103362.5,5058.5,False,True,6.961300145168714,1055,4032,ENSG00000135100,196608
29985,68,196608,98304,34,33,33,1,100136.5,1832.5,False,True,6.55687843921961,632,4095,ENSG00000275410,196608
29600,67,196608,98304,33,31,31,2,102766.5,4462.5,False,True,6.642162162162162,1095,3829,ENSG00000290292,196608
29578,67,196608,98304,33,33,33,0,97392.0,-912.0,True,True,6.647102576239097,927,4870,ENSG00000171476,196608
30539,69,196608,98304,34,31,31,3,105211.0,6907.0,False,True,6.437931824879662,1241,4398,ENSG00000105991,196608
30700,69,196608,98304,34,32,32,2,104304.5,6000.5,False,True,6.404169381107492,2120,4094,ENSG00000105996,196608
31427,71,196608,98304,35,34,34,1,101167.0,2863.0,False,True,6.256021892003691,1282,3914,ENSG00000105997,196608
31110,70,196608,98304,35,33,33,2,104250.0,5946.0,False,True,6.31976856316297,2185,3834,ENSG00000197576,196608
31195,70,196608,98304,35,33,33,2,102549.0,4245.0,False,True,6.302548485334188,2536,4015,ENSG00000106004,196608
31404,71,196608,98304,35,34,34,1,101352.5,3048.5,False,True,6.260603744745892,1134,3961,ENSG00000106006,196608
31519,71,196608,98304,35,34,34,1,100212.5,1908.5,False,True,6.237761350296647,2134,3815,ENSG00000122592,196608
31478,71,196608,98304,35,35,35,0,97666.0,-638.0,True,True,6.245886015629964,1897,4009,ENSG00000078399,196608
31507,71,196608,98304,35,36,36,-1,96873.5,-1430.5,True,True,6.240137112387723,2070,3933,ENSG00000253293,196608
31433,71,196608,98304,35,36,36,-1,96314.0,-1990.0,False,True,6.25482772882003,1787,3874,ENSG00000005073,196608
31084,70,196608,98304,35,36,36,-1,95986.0,-2318.0,False,True,6.325054690516021,2019,4249,ENSG00000106031,196608
30688,69,196608,98304,34,32,32,2,102916.5,4612.5,False,True,6.406673618352451,2220,3703,ENSG00000120094,196608
30822,69,196608,98304,34,32,32,2,102656.5,4352.5,False,True,6.378820323145805,2893,3708,ENSG00000173917,196608
30520,69,196608,98304,34,34,34,0,97628.0,-676.0,True,True,6.4419397116644825,1200,3804,ENSG00000120093,196608
30686,69,196608,98304,34,33,33,1,99927.0,1623.0,False,True,6.407091181646353,2579,3837,ENSG00000182742,196608
30663,69,196608,98304,34,34,34,0,98379.5,75.5,True,True,6.41189707465023,2123,3735,ENSG00000120075,196608
30517,69,196608,98304,34,34,34,0,97617.0,-687.0,True,True,6.442572992102763,1199,3798,ENSG00000108511,196608
30755,69,196608,98304,34,35,35,-1,94682.0,-3622.0,False,True,6.392716631442042,2804,4002,ENSG00000260027,196608
30603,69,196608,98304,34,35,35,-1,96024.5,-2279.5,False,True,6.424468189393196,1813,3775,ENSG00000120068,196608
30706,69,196608,98304,34,35,35,-1,95136.5,-3167.5,False,True,6.402917996482772,2213,3800,ENSG00000170689,196608
29167,66,196608,98304,33,33,33,0,99587.0,1283.0,True,True,6.740768676929407,1368,4082,ENSG00000159184,196608
31626,71,196608,98304,35,35,35,0,97083.0,-1221.0,True,True,6.216657180800607,2507,3669,ENSG00000198353,196608
31587,71,196608,98304,35,36,36,-1,96675.5,-1628.5,False,True,6.22433279513724,2436,3607,ENSG00000172789,196608
31434,71,196608,98304,35,35,35,0,99280.0,976.0,True,True,6.254628745943882,1332,3775,ENSG00000197757,196608
31564,71,196608,98304,35,35,35,0,97742.0,-562.0,True,True,6.228868331010012,2091,3637,ENSG00000037965,196608
31461,71,196608,98304,35,35,35,0,99026.5,722.5,True,True,6.249260989796891,1505,3640,ENSG00000180806,196608
31389,71,196608,98304,35,34,34,1,99680.0,1376.0,True,True,6.26359552709548,1036,3749,ENSG00000180818,196608
31241,70,196608,98304,35,34,34,1,101233.5,2929.5,False,True,6.29326846131686,2965,4087,ENSG00000123388,196608
31205,70,196608,98304,35,33,33,2,102596.0,4292.0,False,True,6.30052876141644,2624,4120,ENSG00000123407,196608
31126,70,196608,98304,35,33,33,2,103628.0,5324.0,False,True,6.316519951166228,2167,4025,ENSG00000123364,196608
30962,70,196608,98304,35,36,36,-1,96510.0,-1794.0,False,True,6.349977391641366,1303,4263,ENSG00000128645,196608
31185,70,196608,98304,35,35,35,0,98106.5,-197.5,True,True,6.304569504569504,2799,3932,ENSG00000128652,196608
31348,71,196608,98304,35,36,36,-1,96581.5,-1722.5,False,True,6.271787673854791,782,3900,ENSG00000170166,196608
31184,70,196608,98304,35,35,35,0,98631.5,327.5,True,True,6.304771677783479,2666,4138,ENSG00000175879,196608
31214,70,196608,98304,35,35,35,0,99281.0,977.0,True,True,6.298712116358044,2913,3703,ENSG00000128709,196608
31323,71,196608,98304,35,34,34,1,100797.5,2493.5,False,True,6.276793410592855,636,3891,ENSG00000128710,196608
31330,71,196608,98304,35,34,34,1,101091.5,2787.5,False,True,6.275390999042451,733,3698,ENSG00000128713,196608
31405,71,196608,98304,35,34,34,1,101236.0,2932.0,False,True,6.260404394204745,1270,3807,ENSG00000170178,196608
31381,71,196608,98304,35,34,34,1,102179.0,3875.0,False,True,6.265192313820465,965,3719,ENSG00000128714,196608
27901,63,196608,98304,31,32,32,-1,96590.0,-1714.0,False,True,7.0466291530769505,1514,4373,ENSG00000125968,196608
30975,70,196608,98304,35,34,34,1,99640.0,1336.0,True,True,6.3473123486682805,1235,3557,ENSG00000115738,196608
28899,65,196608,98304,32,32,32,0,98958.5,654.5,True,True,6.803280390324924,2441,4051,ENSG00000117318,196608
29944,67,196608,98304,33,32,32,1,100783.0,2479.0,False,True,6.565856265028052,2961,5550,ENSG00000172201,196608
29519,67,196608,98304,33,32,32,1,101039.0,2735.0,False,True,6.660388224533351,521,3891,ENSG00000132740,196608
30447,69,196608,98304,34,33,33,1,101331.0,3027.0,False,True,6.457384964035866,983,3851,ENSG00000269335,196608
31035,70,196608,98304,35,34,34,1,101670.0,3366.0,False,True,6.3350410826486225,1557,4276,ENSG00000185811,196608
30705,69,196608,98304,34,34,34,0,98552.5,248.5,True,True,6.4031265266243285,2498,3561,ENSG00000030419,196608
29218,66,196608,98304,33,32,32,1,99903.5,1599.5,True,True,6.729002669587241,1653,3911,ENSG00000161405,196608
28394,64,196608,98304,32,32,32,0,99007.0,703.0,True,True,6.924279777417764,1722,4402,ENSG00000123411,196608
30181,68,196608,98304,34,33,33,1,101237.5,2933.5,False,True,6.5142970743182795,1958,4435,ENSG00000095574,196608
30248,68,196608,98304,34,33,33,1,100483.5,2179.5,False,True,6.499867759851891,2365,3929,ENSG00000115274,196608
30901,70,196608,98304,35,33,33,2,102184.0,3880.0,False,True,6.3625125400472475,763,4429,ENSG00000173404,196608
29326,66,196608,98304,33,32,32,1,100852.5,2548.5,False,True,6.704221509922935,2230,4124,ENSG00000168348,196608
31170,70,196608,98304,35,34,34,1,99924.0,1620.0,False,True,6.307603464870067,2500,3694,ENSG00000170549,196608
31251,70,196608,98304,35,35,35,0,98432.5,128.5,True,True,6.291254679850245,2857,3511,ENSG00000170561,196608
30401,69,196608,98304,34,33,33,1,99651.0,1347.0,True,True,6.467155685668234,474,3980,ENSG00000177508,196608
31577,71,196608,98304,35,35,35,0,97040.0,-1264.0,True,True,6.226303955410583,2168,4903,ENSG00000113430,196608
30391,68,196608,98304,34,33,33,1,101295.5,2991.5,False,True,6.46928366950742,2883,3698,ENSG00000176842,196608
31105,70,196608,98304,35,34,34,1,100352.5,2048.5,False,True,6.320784439800675,2081,3507,ENSG00000159387,196608
30112,68,196608,98304,34,32,32,2,103476.5,5172.5,False,True,6.529224229543039,1470,4899,ENSG00000016082,196608
29713,67,196608,98304,33,32,32,1,99753.0,1449.0,True,True,6.616901692861711,1835,4749,ENSG00000159556,196608
30525,69,196608,98304,34,34,34,0,99452.5,1148.5,True,True,6.440884520884521,1296,3826,ENSG00000175329,196608
30456,69,196608,98304,34,34,34,0,98142.0,-162.0,True,True,6.455476753349094,861,4135,ENSG00000153814,196608
30573,69,196608,98304,34,33,33,1,100831.5,2527.5,False,True,6.430772250024531,1476,3668,ENSG00000177606,196608
28599,64,196608,98304,32,32,32,0,99213.5,909.5,True,True,6.87464596664219,2887,4075,ENSG00000171223,196608
28105,63,196608,98304,31,31,31,0,97499.0,-805.0,True,True,6.99548123109767,2852,4133,ENSG00000130522,196608
29636,67,196608,98304,33,33,33,0,99308.0,1004.0,True,True,6.63409366986098,1214,4061,ENSG00000172977,196608
29245,66,196608,98304,33,33,33,0,99214.0,910.0,True,True,6.722790220550522,1718,3898,ENSG00000083168,196608
28463,64,196608,98304,32,31,31,1,101319.5,3015.5,False,True,6.907493939500404,2447,4111,ENSG00000156650,196608
29418,66,196608,98304,33,32,32,1,100251.0,1947.0,False,True,6.683255149908219,2923,4018,ENSG00000136504,196608
28401,64,196608,98304,32,31,31,1,101226.5,2922.5,False,True,6.922573148832788,2361,4306,ENSG00000103510,196608
28575,64,196608,98304,32,31,31,1,99772.0,1468.0,True,True,6.880419947506562,2942,4072,ENSG00000176407,196608
28873,65,196608,98304,32,32,32,0,98451.5,147.5,True,True,6.809406712153223,2133,4603,ENSG00000165097,196608
27624,62,196608,98304,31,30,30,1,99775.0,1471.0,True,True,7.117289313640312,2858,4375,ENSG00000173120,196608
27467,62,196608,98304,31,31,31,0,97447.5,-856.5,True,True,7.157971383842429,1853,4181,ENSG00000089094,196608
28058,63,196608,98304,31,31,31,0,96955.5,-1348.5,True,True,7.0071993727279205,2535,4277,ENSG00000105610,196608
28635,65,196608,98304,32,30,30,2,102834.5,4530.5,False,True,6.86600314300681,658,4109,ENSG00000127528,196608
29925,67,196608,98304,33,33,33,0,99173.0,869.0,True,True,6.570025062656642,3012,3756,ENSG00000109787,196608
28334,64,196608,98304,32,32,32,0,99434.0,1130.0,True,True,6.938942613114985,1418,4073,ENSG00000136826,196608
28379,64,196608,98304,32,31,31,1,101354.0,3050.0,False,True,6.927939673702386,1958,4016,ENSG00000102554,196608
30597,69,196608,98304,34,34,34,0,99377.0,1073.0,True,True,6.42572801255025,1674,3866,ENSG00000067082,196608
31066,70,196608,98304,35,34,34,1,99853.0,1549.0,True,True,6.3287195004184635,1807,3525,ENSG00000118263,196608
28657,65,196608,98304,32,31,31,1,101521.5,3217.5,False,True,6.860732107338521,750,4650,ENSG00000102349,196608
29502,67,196608,98304,33,33,33,0,99123.0,819.0,True,True,6.66422615415904,513,4025,ENSG00000119138,196608
29780,67,196608,98304,33,33,33,0,98744.0,440.0,True,True,6.60201477501679,2308,3818,ENSG00000155090,196608
30185,68,196608,98304,34,34,34,0,97897.5,-406.5,True,True,6.513433824747391,1975,4115,ENSG00000172059,196608
30453,69,196608,98304,34,34,34,0,99589.5,1285.5,True,True,6.456112698256329,922,3601,ENSG00000118922,196608
30626,69,196608,98304,34,34,34,0,99318.0,1014.0,True,True,6.419643440214197,2045,3641,ENSG00000169926,196608
29420,66,196608,98304,33,32,32,1,100371.0,2067.0,False,True,6.682800815771584,2726,4266,ENSG00000266265,196608
30486,69,196608,98304,34,33,33,1,100383.0,2079.0,False,True,6.449124188151939,1005,5006,ENSG00000163884,196608
29910,67,196608,98304,33,34,34,-1,96678.0,-1626.0,False,True,6.573319959879639,2827,4355,ENSG00000129911,196608
29125,66,196608,98304,33,32,32,1,100308.0,2004.0,False,True,6.750489270386266,920,4001,ENSG00000171872,196608
29245,66,196608,98304,33,32,32,1,100870.5,2566.5,False,True,6.722790220550522,1565,3937,ENSG00000283039,196608
29524,67,196608,98304,33,32,32,1,100762.0,2458.0,False,True,6.659260262837014,533,4011,ENSG00000118058,196608
29003,65,196608,98304,32,31,31,1,101484.5,3180.5,False,True,6.778884942936938,2932,4239,ENSG00000272333,196608
28935,65,196608,98304,32,32,32,0,99714.0,1410.0,True,True,6.7948159668221875,2713,4516,ENSG00000185513,196608
30551,69,196608,98304,34,34,34,0,99406.5,1102.5,True,True,6.435403096461655,1403,3709,ENSG00000198945,196608
30230,68,196608,98304,34,33,33,1,100096.5,1792.5,False,True,6.5037380086007275,2152,3972,ENSG00000154655,196608
30007,68,196608,98304,34,33,33,1,100268.0,1964.0,False,True,6.5520711833905425,782,4076,ENSG00000138136,196608
30128,68,196608,98304,34,33,33,1,101669.5,3365.5,False,True,6.525756771109931,1535,4067,ENSG00000179528,196608
30549,69,196608,98304,34,34,34,0,98543.5,239.5,True,True,6.435824413237749,1749,3690,ENSG00000138795,196608
28843,65,196608,98304,32,32,32,0,99282.5,978.5,True,True,6.816489269493465,2034,4170,ENSG00000275183,196608
29638,67,196608,98304,33,33,33,0,99235.0,931.0,True,True,6.633645995006411,1263,4320,ENSG00000213921,196608
30125,68,196608,98304,34,33,33,1,99915.5,1611.5,False,True,6.52640663900415,1632,3706,ENSG00000273706,196608
29485,66,196608,98304,33,32,32,1,101696.0,3392.0,False,True,6.668068509411565,2924,4917,ENSG00000106689,196608
31558,71,196608,98304,35,35,35,0,99536.5,1232.5,True,True,6.230052601559034,2293,4071,ENSG00000107187,196608
30654,69,196608,98304,34,34,34,0,98644.0,340.0,True,True,6.413779604619299,2033,4569,ENSG00000121454,196608
30048,68,196608,98304,34,33,33,1,102263.0,3959.0,False,True,6.543130990415335,988,3775,ENSG00000089116,196608
30372,68,196608,98304,34,34,34,0,99016.0,712.0,True,True,6.473330699328328,2965,3646,ENSG00000106852,196608
30238,68,196608,98304,34,33,33,1,100699.5,2395.5,False,True,6.502017329188439,2292,4439,ENSG00000162624,196608
30291,68,196608,98304,34,33,33,1,101884.5,3580.5,False,True,6.490640784391403,2638,4862,ENSG00000143355,196608
29554,67,196608,98304,33,33,33,0,98311.5,7.5,True,True,6.6525005075455095,808,4236,ENSG00000005156,196608
29521,67,196608,98304,33,32,32,1,100479.0,2175.0,False,True,6.659936994004268,509,3859,ENSG00000169756,196608
30563,69,196608,98304,34,35,35,-1,96701.5,-1602.5,False,True,6.432876353761084,1610,3809,ENSG00000072163,196608
29459,66,196608,98304,33,32,32,1,101256.0,2952.0,False,True,6.673953630469466,2980,4136,ENSG00000256977,196608
29552,67,196608,98304,33,33,33,0,97785.0,-519.0,True,True,6.652950730914998,792,4064,ENSG00000256671,196608
28417,64,196608,98304,32,31,31,1,99892.5,1588.5,False,True,6.918675440757293,2493,4204,ENSG00000131914,196608
29092,66,196608,98304,33,31,31,2,102612.0,4308.0,False,True,6.758146569503643,661,4424,ENSG00000187772,196608
31246,70,196608,98304,35,34,34,1,99856.0,1552.0,False,True,6.292261409460411,2879,3702,ENSG00000162761,196608
30820,69,196608,98304,34,33,33,1,100584.0,2280.0,False,True,6.379234263465282,2841,3916,ENSG00000136944,196608
30022,68,196608,98304,34,33,33,1,101158.0,2854.0,False,True,6.548797548464459,877,5131,ENSG00000180318,196608
30995,70,196608,98304,35,34,34,1,101581.5,3277.5,False,True,6.343216647846427,1374,3658,ENSG00000156150,196608
30779,69,196608,98304,34,34,34,0,98536.0,232.0,True,True,6.387731895123299,2822,4479,ENSG00000052850,196608
28982,65,196608,98304,32,32,32,0,97050.5,-1253.5,True,True,6.78379683941757,3046,4071,ENSG00000185722,196608
30815,69,196608,98304,34,33,33,1,100489.0,2185.0,False,True,6.380269349342853,2960,4959,ENSG00000144504,196608
30032,68,196608,98304,34,33,33,1,100331.5,2027.5,False,True,6.546616941928609,915,3706,ENSG00000106524,196608
29822,67,196608,98304,33,33,33,0,99548.0,1244.0,True,True,6.592716786265173,2651,4067,ENSG00000163516,196608
29309,66,196608,98304,33,32,32,1,100184.0,1880.0,False,True,6.708110136818042,2025,4822,ENSG00000169188,196608
30068,68,196608,98304,34,33,33,1,101123.5,2819.5,False,True,6.5387787681255825,1184,3986,ENSG00000169621,196608
29052,65,196608,98304,32,32,32,0,97901.0,-403.0,True,True,6.767451466336225,3096,4597,ENSG00000137074,196608
29505,67,196608,98304,33,32,32,1,101394.0,3090.0,False,True,6.663548551093035,446,4576,ENSG00000169083,196608
28771,65,196608,98304,32,31,31,1,100588.0,2284.0,False,True,6.833547669528344,1431,4129,ENSG00000186103,196608
28071,63,196608,98304,31,31,31,0,97414.0,-890.0,True,True,7.003954258843646,2473,4149,ENSG00000143437,196608
30932,70,196608,98304,35,34,34,1,101634.5,3330.5,False,True,6.356136040346566,979,3627,ENSG00000172379,196608
30180,68,196608,98304,34,34,34,0,98386.5,82.5,True,True,6.514512922465209,2047,3693,ENSG00000004848,196608
30765,69,196608,98304,34,34,34,0,99028.5,724.5,True,True,6.390638712823013,2772,4099,ENSG00000139352,196608
31213,70,196608,98304,35,34,34,1,99929.5,1625.5,False,True,6.298913914074264,2717,3593,ENSG00000183734,196608
29349,66,196608,98304,33,32,32,1,102094.5,3790.5,False,True,6.6989675968516815,2181,4336,ENSG00000176009,196608
29550,67,196608,98304,33,32,32,1,100883.5,2579.5,False,True,6.653401015228426,753,4476,ENSG00000187855,196608
31055,70,196608,98304,35,34,34,1,100138.5,1834.5,False,True,6.330961197874738,1746,3506,ENSG00000232237,196608
29981,68,196608,98304,34,33,33,1,101746.0,3442.0,False,True,6.557753243721024,582,4256,ENSG00000115966,196608
28137,63,196608,98304,31,31,31,0,99273.5,969.5,True,True,6.987525322529054,3093,4280,ENSG00000170653,196608
29956,68,196608,98304,34,33,33,1,101879.5,3575.5,False,True,6.563226064895179,426,3767,ENSG00000145220,196608
29527,67,196608,98304,33,35,35,-2,93918.5,-4385.5,False,True,6.658583669184137,826,4250,ENSG00000104903,196608
30938,70,196608,98304,35,34,34,1,100498.0,2194.0,False,True,6.354903355097291,1004,3867,ENSG00000178573,196608
31248,70,196608,98304,35,34,34,1,100313.0,2009.0,False,True,6.291858678955453,2809,3765,ENSG00000182759,196608
30782,69,196608,98304,34,34,34,0,99552.5,1248.5,True,True,6.387109349619908,2909,4972,ENSG00000204103,196608
29159,66,196608,98304,33,32,32,1,101726.0,3422.0,False,True,6.742618059604239,1013,3954,ENSG00000185022,196608
30175,68,196608,98304,34,33,33,1,100395.0,2091.0,False,True,6.515592377796189,1777,4115,ENSG00000197063,196608
30846,70,196608,98304,35,34,34,1,99856.0,1552.0,False,True,6.373857226220579,600,3782,ENSG00000198517,196608
28086,63,196608,98304,31,31,31,0,99373.5,1069.5,True,True,7.000213629566332,3034,4266,ENSG00000015479,196608
29305,66,196608,98304,33,33,33,0,98881.5,577.5,True,True,6.709025763521583,2214,3910,ENSG00000125952,196608
28350,64,196608,98304,32,31,31,1,101427.5,3123.5,False,True,6.935026455026455,2090,4326,ENSG00000103495,196608
29923,67,196608,98304,33,34,34,-1,96890.5,-1413.5,True,True,6.570464191424657,2965,4876,ENSG00000141644,196608
30149,68,196608,98304,34,33,33,1,100635.5,2331.5,False,True,6.521211317124946,1693,4512,ENSG00000152601,196608
30441,69,196608,98304,34,33,33,1,100329.5,2025.5,False,True,6.4586577313491675,699,5058,ENSG00000139793,196608
30700,69,196608,98304,34,34,34,0,98268.0,-36.0,True,True,6.404169381107492,2325,3804,ENSG00000076770,196608
28724,65,196608,98304,32,31,31,1,100687.0,2383.0,False,True,6.844729146358446,1188,3942,ENSG00000135679,196608
29703,67,196608,98304,33,33,33,0,98557.0,253.0,True,True,6.6191293808706195,1789,3778,ENSG00000198625,196608
29610,67,196608,98304,33,34,34,-1,96182.5,-2121.5,False,True,6.639918946301925,1077,5561,ENSG00000085276,196608
30275,68,196608,98304,34,33,33,1,101918.5,3614.5,False,True,6.494071015689513,2628,4756,ENSG00000143995,196608
30605,69,196608,98304,34,34,34,0,98010.5,-293.5,True,True,6.42404835811142,1727,3647,ENSG00000134138,196608
29026,65,196608,98304,32,31,31,1,101389.0,3085.0,False,True,6.773513401777716,3088,4076,ENSG00000105419,196608
29142,66,196608,98304,33,31,31,2,103890.0,5586.0,False,True,6.746551369157916,915,4001,ENSG00000005102,196608
30681,69,196608,98304,34,34,34,0,98756.0,452.0,True,True,6.408135328053192,2217,3586,ENSG00000106511,196608
29573,67,196608,98304,33,33,33,0,99232.0,928.0,True,True,6.648226422750482,913,3857,ENSG00000166823,196608
29474,66,196608,98304,33,33,33,0,99457.0,1153.0,True,True,6.670557101173916,2998,3804,ENSG00000188095,196608
28467,64,196608,98304,32,31,31,1,100750.0,2446.0,False,True,6.906523342818,2387,3994,ENSG00000174197,196608
28243,64,196608,98304,32,30,30,2,103307.5,5003.5,False,True,6.961300145168714,910,3995,ENSG00000101752,196608
29898,67,196608,98304,33,32,32,1,99987.0,1683.0,False,True,6.575958258077463,2867,4237,ENSG00000197530,196608
30709,69,196608,98304,34,34,34,0,98807.5,503.5,True,True,6.4022924875443685,2500,3462,ENSG00000187098,196608
28291,64,196608,98304,32,31,31,1,101114.5,2810.5,False,True,6.949489236859779,1231,4006,ENSG00000185155,196608
27233,61,196608,98304,30,30,30,0,98351.0,47.0,True,True,7.2194763705798115,3260,4117,ENSG00000133606,196608
28954,65,196608,98304,32,33,33,-1,96844.0,-1460.0,True,True,6.79035711818747,2996,4259,ENSG00000075975,196608
30324,68,196608,98304,34,33,33,1,99948.0,1644.0,False,True,6.483577364463791,2750,3680,ENSG00000179455,196608
30453,69,196608,98304,34,33,33,1,100415.0,2111.0,False,True,6.456112698256329,899,3765,ENSG00000150051,196608
28499,64,196608,98304,32,32,32,0,98368.5,64.5,True,True,6.898768377837819,2879,4142,ENSG00000108788,196608
28621,65,196608,98304,32,31,31,1,100057.5,1753.5,False,True,6.869361657524196,566,3954,ENSG00000175727,196608
28037,63,196608,98304,31,30,30,1,100517.0,2213.0,False,True,7.012447836787103,2728,4112,ENSG00000009950,196608
28995,65,196608,98304,32,33,33,-1,95975.0,-2329.0,False,True,6.7807553026383856,2912,4245,ENSG00000070444,196608
